road_class_score,surface_quality_score,lanes_numeric,road_length_m,base_speed_kmh,base_time_minutes,surface_penalty,routing_cost,start_lon,start_lat,end_lon,end_lat,centroid_lon,centroid_lat,hour,day_of_week,temperature_c,humidity_pct,precipitation_mm,rain_mm,cloud_cover_pct,wind_speed_kmh,traffic_speed_kmh
0.4,0.5,1.0,127.0533584974738,30,0.2541067169949476,1.1,0.2795173886944424,45.23009048929651,1.9841635500400447,45.231109,1.9838292,45.23058683157305,1.9840509339208048,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,63.69695727232785,30,0.1273939145446557,1.35,0.1719817846352852,45.2314466,1.9813275,45.231991,1.9815066,45.23171879998773,1.981417050024272,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,789.3101712883567,30,1.5786203425767136,1.35,2.131137462478564,45.231991,1.9815066,45.2372789,1.9841376,45.23452406057588,1.983489451276896,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,442.4719858650472,30,0.8849439717300943,1.35,1.1946743618356277,45.2392352,1.9806526,45.2372789,1.9841376,45.23824132102924,1.9823862266203387,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,220.6347464642517,30,0.4412694929285034,1.35,0.5957138154534797,45.2372789,1.9841376,45.2363832,1.9859187000000005,45.236831050218505,1.9850281500368752,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,111.17165452982238,30,0.2223433090596447,1.35,0.3001634672305204,45.2363832,1.9859187000000005,45.2359379,1.9868121,45.23615012693767,1.986361732679867,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.85,1.0,1.0,279.23451964321765,45,0.3723126928576235,1.0,0.3723126928576235,45.230111374647095,1.976485103658021,45.232603,1.9767629000000004,45.23135276030917,1.97666207789122,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,675.5232377556351,45,0.9006976503408469,1.0,0.9006976503408469,45.232603,1.9767629000000004,45.2377933,1.9796463000000004,45.23532026161238,1.977910056149892,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,195.15403449159285,45,0.2602053793221238,1.0,0.2602053793221238,45.2377933,1.9796463000000004,45.2392352,1.9806526,45.238514249792416,1.980149450185724,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,943.313455593971,45,1.2577512741252943,1.0,1.2577512741252943,45.2392352,1.9806526,45.2465372,1.9849739000000004,45.24283762840368,1.9828972732676449,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,304.76860043472664,45,0.4063581339129688,1.0,0.4063581339129688,45.2465372,1.9849739000000004,45.248909,1.9863463999999995,45.24773696660855,1.9856392667621583,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,55.32638550569665,45,0.0737685140075955,1.0,0.0737685140075955,45.248909,1.9863463999999995,45.2493421,1.9865927,45.24912554998518,1.9864695500163991,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,299.4357380698695,45,0.399247650759826,1.0,0.399247650759826,45.2493421,1.9865927,45.2518738,1.9874557,45.25057826382352,1.987104076513274,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,717.5638907814031,45,0.956751854375204,1.0,0.956751854375204,45.2518738,1.9874557,45.25688480000001,1.9909346999999995,45.25456609987318,1.9888470435689083,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,145.58547386825117,45,0.1941139651576682,1.0,0.1941139651576682,45.25688480000001,1.9909346999999995,45.2580604,1.9915121,45.25746770751719,1.991232930190463,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,349.7024871313344,45,0.4662699828417792,1.0,0.4662699828417792,45.2580604,1.9915121,45.26092,1.9928281,45.259490199496895,1.992170100701396,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,259.35966489847,45,0.3458128865312933,1.0,0.3458128865312933,45.26092,1.9928281,45.2630457,1.9937931,45.261984954783344,1.9933059702178983,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,64.6026138025775,45,0.0861368184034366,1.0,0.0861368184034366,45.2630457,1.9937931,45.263557600000006,1.9940694000000003,45.26330164998054,1.9939312500229809,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,89.18960545831375,45,0.1189194739444183,1.0,0.1189194739444183,45.263557600000006,1.9940694000000003,45.2642643,1.9944509,45.263910949962906,1.99426015004382,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,461.7861442124936,45,0.6157148589499915,1.0,0.6157148589499915,45.2642643,1.9944509,45.2678844,1.9964969,45.26607951491497,1.9954646008916763,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,167.8383316161636,45,0.2237844421548848,1.0,0.2237844421548848,45.2678844,1.9964969,45.269216,1.9972108,45.26854664733953,1.9968607033247336,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.85,1.0,1.0,320.1743126011912,45,0.4268990834682549,1.0,0.4268990834682549,45.269216,1.9972108,45.2716701,1.9987242,45.270450511555175,1.9979555687999948,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,26.325
0.4,0.35,1.0,458.2854932755861,30,0.9165709865511724,1.35,1.2373708318440826,45.248909,1.9863463999999995,45.2456911,1.9869083000000003,45.247400191869474,1.987209820432695,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,109.66321642705282,30,0.2193264328541056,1.1,0.2412590761395162,45.245528,1.9872354,45.2452102,1.9881746,45.245369100037664,1.98770500000342,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,318.49269353335256,30,0.6369853870667052,1.35,0.859930272540052,45.2493421,1.9865927,45.2494159,1.9892674,45.24936784925591,1.987894444809768,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,225.36408642264888,30,0.4507281728452977,1.35,0.6084830333411521,45.2494159,1.9892674,45.2479434,1.9902601,45.248764989719575,1.9898903550936085,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,105.49667770523244,30,0.2109933554104648,1.1,0.2320926909515113,45.2456394,1.9893996,45.2460498,1.9885391,45.24584460004785,1.988969350007307,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,101.69284792244812,30,0.2033856958448962,1.1,0.2237242654293858,45.2460498,1.9885391,45.2452102,1.9881746,45.24562999995935,1.9883568500596456,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,71.9263485149179,30,0.1438526970298358,1.1,0.1582379667328194,45.2452102,1.9881746,45.2449608,1.988775,45.245085500019776,1.9884748000024748,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,405.8130411737585,30,0.811626082347517,1.1,0.8927886905822687,45.2494159,1.9892674,45.2460498,1.9885391,45.24773782830386,1.989143567219415,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,386.4047757051308,30,0.7728095514102615,1.1,0.8500905065512877,45.2389982,1.9883702000000003,45.2420973,1.98995,45.24054205452516,1.989171275117693,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.2,0.35,1.0,173.66769359473034,15,0.6946707743789213,1.35,0.9378055454115438,45.2412808,1.991284,45.2420973,1.98995,45.241706448112,1.990625768106776,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,8.775
0.2,0.35,1.0,114.85883714707442,15,0.4594353485882977,1.35,0.6202377205942019,45.2420973,1.98995,45.2424502,1.9889734000000003,45.24227375004431,1.9894617000045447,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,8.775
0.5,0.35,1.0,87.99935933619017,30,0.1759987186723803,1.35,0.2375982702077134,45.2396715,1.9926993999999991,45.240011900000006,1.9934180999999995,45.239840816471634,1.993059173018028,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.35,1.0,202.03146705319256,30,0.4040629341063851,1.35,0.5454849610436199,45.240011900000006,1.9934180999999995,45.2407244,1.9950975,45.24038668610046,1.9942498116970968,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.35,1.0,75.97813653559764,30,0.1519562730711952,1.35,0.2051409686461136,45.2407244,1.9950975,45.2404782,1.9957387,45.24060130002066,1.9954181000023503,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,71.77902837826448,30,0.1435580567565289,1.1,0.1579138624321819,45.2328364,1.9881649,45.233024,1.9875486,45.23291355730304,1.9878511664779424,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,109.97974673592616,30,0.2199594934718523,1.1,0.2419554428190375,45.233024,1.9875486,45.2335023,1.9867013,45.23323307495144,1.9871029417928567,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,107.10493357739728,30,0.2142098671547945,1.1,0.235630853870274,45.2335023,1.9867013,45.2338869,1.9858169999999995,45.23369879515594,1.986259114323824,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,117.4567574732312,30,0.2349135149464623,1.1,0.2584048664411086,45.2338869,1.9858169999999995,45.2344008,1.9849016,45.23412663619513,1.9853540610408904,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,104.04512573349376,30,0.2080902514669875,1.35,0.2809218394804331,45.2363832,1.9859187000000005,45.2355295,1.9855335999999992,45.23595634995585,1.985726150061598,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,143.68534178880032,30,0.2873706835776006,1.35,0.3879504228297609,45.2355295,1.9855335999999992,45.2344008,1.9849016,45.234968279516536,1.985211828103448,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,308.74260070138024,30,0.6174852014027605,1.35,0.8336050218937268,45.2344008,1.9849016,45.2338869,1.9858169999999995,45.23362328000975,1.985062718695036,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,152.52487081893483,30,0.3050497416378696,1.35,0.411817151211124,45.2338869,1.9858169999999995,45.2351277,1.9864044,45.23450509495412,1.9861152666118311,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,100.77130770118364,30,0.2015426154023672,1.35,0.2720825307931958,45.2351277,1.9864044,45.2359379,1.9868121,45.235534358384825,1.9866049045452827,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,307.9665386645806,30,0.6159330773291611,1.35,0.8315096543943676,45.2359379,1.9868121,45.2384077,1.9880723,45.23717279957303,1.9874422005232968,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,73.46198092105357,30,0.1469239618421071,1.35,0.1983473484868446,45.2384077,1.9880723,45.2389982,1.9883702000000003,45.23870294997592,1.9882212500299048,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,436.3096486473695,30,0.872619297294739,1.35,1.1780360513478978,45.2389982,1.9883702000000003,45.2424502,1.9889734000000003,45.24070603837658,1.988309680506488,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,547.0927534526373,30,1.0941855069052746,1.35,1.477150434322121,45.2424502,1.9889734000000003,45.245528,1.9872354,45.24401399147933,1.9882467501934664,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,40.44986700309375,30,0.0808997340061875,1.35,0.1092146409083531,45.245528,1.9872354,45.2456911,1.9869083000000003,45.24560955000728,1.987071850001184,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.35,1.0,233.60252905291023,30,0.4672050581058205,1.35,0.6307268284428578,45.2456911,1.9869083000000003,45.2465372,1.9849739000000004,45.2461141502179,1.985941100029284,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,53.027811973689694,30,0.1060556239473793,1.1,0.1166611863421173,45.2325729,1.9873974000000003,45.233024,1.9875486,45.23279941190646,1.9874707310302693,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,155.30824914118392,30,0.3106164982823678,1.1,0.3416781481106047,45.233024,1.9875486,45.2342663,1.9881904,45.233645686365726,1.9878684122382029,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,109.62343048832628,30,0.2192468609766525,1.1,0.2411715470743178,45.2342663,1.9881904,45.2347144,1.9873078,45.23448310377593,1.9877451985561816,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,110.24541914317976,30,0.2204908382863595,1.1,0.2425399221149954,45.2347144,1.9873078,45.2351277,1.9864044,45.23492304716784,1.98685688785446,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,106.27243281102506,30,0.2125448656220501,1.1,0.2337993521842551,45.2351277,1.9864044,45.2355295,1.9855335999999992,45.23533505329352,1.9859726452153408,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,150.9746263133697,30,0.3019492526267394,1.1,0.3321441778894133,45.2335023,1.9867013,45.2347144,1.9873078,45.234102078650416,1.9870164189916064,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,40.67810068763775,30,0.0813562013752755,1.1,0.089491821512803,45.2347144,1.9873078,45.2350384,1.9874786,45.23487639999236,1.9873932000090315,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,57.63886604222792,30,0.1152777320844558,1.1,0.1268055052929014,45.2350384,1.9874786,45.2354975,1.9877206,45.23526794998467,1.9875996000181373,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,113.1414108594714,30,0.2262828217189428,1.1,0.2489111038908371,45.2354975,1.9877206,45.2363987,1.9881956000000007,45.23594809994092,1.98795810006992,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,111.82948593688042,30,0.2236589718737608,1.1,0.2460248690611369,45.2359379,1.9868121,45.2354975,1.9877206,45.235711781445794,1.987263185476546,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,110.90945593799088,30,0.2218189118759817,1.1,0.2440008030635799,45.2354975,1.9877206,45.2350596,1.9886221,45.23527821211695,1.9881711822235544,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,109.62091326430372,30,0.2192418265286074,1.1,0.2411660091814682,45.2346556,1.9883834,45.2350384,1.9874786,45.23486869436916,1.9879381266711125,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,68.7887240750401,30,0.1375774481500802,1.1,0.1513351929650882,45.2356252,1.9888656,45.2350596,1.9886221,45.23533556174722,1.988759687108343,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,52.10957891326085,30,0.1042191578265216,1.1,0.1146410736091738,45.2350596,1.9886221,45.2346556,1.9883834,45.23485849446933,1.988501196695165,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,48.29737286483767,30,0.0965947457296753,1.1,0.1062542203026429,45.2346556,1.9883834,45.2342663,1.9881904,45.23446268723618,1.988283452505512,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.4,0.5,1.0,667.4218757979238,30,1.3348437515958476,1.1,1.4683281267554325,45.2310963,1.9868675,45.2341222,1.990957899999999,45.232308017203536,1.9895124453820243,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,708.0359077510627,30,1.4160718155021257,1.1,1.557678997052338,45.2390783,1.9938048,45.2384077,1.9880723,45.23805359548191,1.9909437098940268,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,563.4682432141616,30,1.1269364864283231,1.1,1.2396301350711556,45.2352297,1.9927905,45.2307099,1.9949155000000005,45.233010178763045,1.9939852358623256,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.35,0.35,1.0,42.42737680132333,20,0.12728213040397,1.35,0.1718308760453595,45.2543592,1.984368099999999,45.2542573,1.984738,45.25430825000444,1.984553050000262,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,11.700000000000001
0.35,0.35,1.0,167.87847047642674,20,0.5036354114292801,1.35,0.6799078054295282,45.2542573,1.984738,45.2553785,1.9857084,45.25486920371784,1.9851645738722243,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,11.700000000000001
0.35,0.35,1.0,242.61943966108163,20,0.7278583189832449,1.35,0.9826087306273809,45.2553785,1.9857084,45.2572024,1.9866627,45.25635759454448,1.986160434439589,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,11.700000000000001
0.35,0.35,1.0,419.1998901433382,20,1.2575996704300147,1.35,1.69775955508052,45.2542573,1.984738,45.2518943,1.9870299,45.25288938924211,1.9856989406999928,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,11.700000000000001
0.35,0.35,1.0,47.11990309473858,20,0.1413597092842157,1.35,0.1908356075336912,45.2518943,1.9870299,45.2518738,1.9874557,45.25188404999959,1.9872428000001383,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,11.700000000000001
0.35,0.5,1.0,431.5869975848706,20,1.2947609927546118,1.1,1.424237092030073,45.2553785,1.9857084,45.2518943,1.9870299,45.253556513459,1.9861475720280224,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,11.700000000000001
0.5,0.5,1.0,135.89925233289887,30,0.2717985046657977,1.1,0.2989783551323775,45.2580604,1.9915121,45.257797800000006,1.9927128000000005,45.25792592407256,1.9921117509793305,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,69.48436402720813,30,0.1389687280544162,1.1,0.1528656008598579,45.257797800000006,1.9927128000000005,45.2577066,1.9933347,45.25775220000487,1.993023750000104,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,81.2212746036544,30,0.1624425492073087,1.1,0.1786868041280396,45.2577066,1.9933347,45.2575806,1.9940585,45.25764360000881,1.993696600000211,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,128.2726064540958,30,0.2565452129081916,1.1,0.2821997341990108,45.2575806,1.9940585,45.2581251,1.9933749,45.257966737777394,1.993866339982764,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,107.42569465475216,30,0.2148513893095043,1.1,0.2363365282404547,45.2581251,1.9933749,45.257797800000006,1.9927128000000005,45.25809217174493,1.9929510887113269,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,48.87760246333703,30,0.097755204926674,1.1,0.1075307254193414,45.2572802,1.9932275,45.2577066,1.9933347,45.25749339999478,1.9932811000148003,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,46.75268570145651,30,0.093505371402913,1.1,0.1028559085432043,45.2577066,1.9933347,45.2581251,1.9933749,45.25791584999918,1.993354800013707,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,114.4188347090034,30,0.2288376694180068,1.1,0.2517214363598075,45.257797800000006,1.9927128000000005,45.2572802,1.9932275,45.25743707552525,1.992821925537303,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
0.5,0.5,1.0,128.1000310132227,30,0.2562000620264454,1.1,0.2818200682290899,45.2572802,1.9932275,45.2575806,1.9940585,45.25727736638445,1.993745991208756,8,1,26.751923076923074,73.38461538461539,0.05961538461538462,0.05961538461538462,54.11538461538461,17.821153846153848,17.55
