timestamp,temperature_c,humidity_pct,precipitation_mm,rain_mm,cloud_cover_pct,wind_speed_kmh,wind_direction_deg,weather_code,hour,day_of_week,weather_condition
2025-01-03 10:00:00,30.3,54.0,0.0,0.0,19,23.1,62,0,10,4,normal
2025-01-03 11:00:00,31.2,50.0,0.0,0.0,19,22.0,69,0,11,4,normal
2025-01-03 12:00:00,31.4,50.0,0.1,0.1,23,22.6,78,51,12,4,rain
2025-01-03 13:00:00,30.2,59.0,0.3,0.3,26,24.9,87,51,13,4,rain
2025-01-03 14:00:00,28.7,59.0,0.2,0.2,24,27.5,91,51,14,4,rain
2025-01-03 15:00:00,28.7,60.0,0.0,0.0,7,26.0,86,0,15,4,normal
2025-01-03 16:00:00,28.0,65.0,0.0,0.0,5,23.5,84,0,16,4,normal
2025-01-03 17:00:00,27.2,69.0,0.0,0.0,1,24.5,88,0,17,4,normal
2025-01-03 18:00:00,25.4,77.0,0.0,0.0,0,22.0,77,0,18,4,normal
2025-01-03 19:00:00,25.5,76.0,0.0,0.0,0,24.9,78,0,19,4,normal
2025-01-03 20:00:00,25.4,80.0,0.0,0.0,0,21.6,77,0,20,4,normal
2025-01-03 21:00:00,25.3,79.0,0.0,0.0,19,23.7,72,0,21,4,normal
2025-01-03 22:00:00,24.8,81.0,0.0,0.0,0,24.4,68,0,22,4,normal
2025-01-03 23:00:00,24.6,84.0,0.0,0.0,2,23.9,66,0,23,4,normal
2025-01-04 00:00:00,24.4,82.0,0.0,0.0,1,23.6,62,0,0,5,normal
2025-01-04 01:00:00,24.2,80.0,0.0,0.0,0,21.7,59,0,1,5,normal
2025-01-04 02:00:00,24.0,78.0,0.0,0.0,1,20.1,57,0,2,5,normal
2025-01-04 03:00:00,23.8,80.0,0.0,0.0,0,18.7,57,0,3,5,normal
2025-01-04 04:00:00,23.7,82.0,0.0,0.0,1,19.6,54,0,4,5,normal
2025-01-04 05:00:00,23.6,80.0,0.0,0.0,0,19.0,48,0,5,5,normal
2025-01-04 06:00:00,23.4,78.0,0.0,0.0,0,19.2,43,0,6,5,normal
2025-01-04 07:00:00,24.1,73.0,0.0,0.0,0,18.1,41,0,7,5,normal
2025-01-04 08:00:00,26.0,64.0,0.0,0.0,16,18.6,43,0,8,5,normal
2025-01-04 09:00:00,28.1,54.0,0.0,0.0,18,20.6,47,0,9,5,normal
2025-01-04 10:00:00,29.8,47.0,0.0,0.0,0,21.1,54,0,10,5,normal
2025-01-04 11:00:00,31.2,41.0,0.0,0.0,11,21.7,60,0,11,5,normal
2025-01-04 12:00:00,32.4,37.0,0.0,0.0,55,21.9,67,2,12,5,normal
2025-01-04 13:00:00,30.3,57.0,0.0,0.0,17,24.8,90,0,13,5,normal
2025-01-04 14:00:00,28.9,56.0,0.0,0.0,25,28.4,89,1,14,5,normal
2025-01-04 15:00:00,28.3,60.0,0.0,0.0,20,28.6,84,1,15,5,normal
2025-01-04 16:00:00,28.2,61.0,0.0,0.0,14,25.7,81,0,16,5,normal
2025-01-04 17:00:00,27.1,68.0,0.0,0.0,4,23.9,83,0,17,5,normal
2025-01-04 18:00:00,25.2,79.0,0.0,0.0,0,21.9,81,0,18,5,normal
2025-01-04 19:00:00,25.3,77.0,0.0,0.0,0,22.7,79,0,19,5,normal
2025-01-04 20:00:00,24.8,79.0,0.0,0.0,0,24.9,71,0,20,5,normal
2025-01-04 21:00:00,24.7,79.0,0.0,0.0,0,23.2,74,0,21,5,normal
2025-01-04 22:00:00,24.6,78.0,0.0,0.0,4,23.7,67,0,22,5,normal
2025-01-04 23:00:00,24.2,82.0,0.0,0.0,0,23.0,64,0,23,5,normal
2025-01-05 00:00:00,24.0,79.0,0.0,0.0,0,22.9,63,0,0,6,normal
2025-01-05 01:00:00,23.8,80.0,0.0,0.0,0,22.9,59,0,1,6,normal
2025-01-05 02:00:00,23.5,80.0,0.0,0.0,0,23.0,57,0,2,6,normal
2025-01-05 03:00:00,23.2,79.0,0.0,0.0,0,22.5,52,0,3,6,normal
2025-01-05 04:00:00,22.6,76.0,0.0,0.0,0,20.2,51,0,4,6,normal
2025-01-05 05:00:00,22.4,75.0,0.0,0.0,0,20.2,49,0,5,6,normal
2025-01-05 06:00:00,22.3,75.0,0.0,0.0,0,20.7,49,0,6,6,normal
2025-01-05 07:00:00,23.0,71.0,0.0,0.0,0,19.4,47,0,7,6,normal
2025-01-05 08:00:00,24.8,63.0,0.0,0.0,0,19.9,47,0,8,6,normal
2025-01-05 09:00:00,26.7,53.0,0.0,0.0,0,23.3,53,0,9,6,normal
2025-01-05 10:00:00,28.5,45.0,0.0,0.0,0,23.4,57,0,10,6,normal
2025-01-05 11:00:00,29.9,40.0,0.0,0.0,0,22.2,60,0,11,6,normal
2025-01-05 12:00:00,31.1,36.0,0.0,0.0,0,20.6,68,0,12,6,normal
2025-01-05 13:00:00,30.3,46.0,0.0,0.0,0,23.6,86,0,13,6,normal
2025-01-05 14:00:00,27.9,54.0,0.0,0.0,0,29.9,93,0,14,6,normal
2025-01-05 15:00:00,27.5,56.0,0.0,0.0,0,29.1,85,0,15,6,normal
2025-01-05 16:00:00,27.7,58.0,0.0,0.0,0,26.9,82,0,16,6,normal
2025-01-05 17:00:00,26.5,62.0,0.0,0.0,0,25.8,86,0,17,6,normal
2025-01-05 18:00:00,25.2,64.0,0.0,0.0,0,24.1,74,0,18,6,normal
2025-01-05 19:00:00,24.8,74.0,0.0,0.0,0,22.6,79,0,19,6,normal
2025-01-05 20:00:00,24.6,73.0,0.0,0.0,0,23.6,70,0,20,6,normal
2025-01-05 21:00:00,24.5,67.0,0.0,0.0,0,23.2,70,0,21,6,normal
2025-01-05 22:00:00,24.2,73.0,0.0,0.0,75,23.2,68,2,22,6,cloudy
2025-01-05 23:00:00,23.9,78.0,0.0,0.0,83,23.3,63,3,23,6,cloudy
2025-01-06 00:00:00,23.5,82.0,0.0,0.0,70,22.6,61,2,0,0,normal
2025-01-06 01:00:00,23.2,84.0,0.0,0.0,60,22.1,60,2,1,0,normal
2025-01-06 02:00:00,22.9,83.0,0.0,0.0,8,21.2,57,0,2,0,normal
2025-01-06 03:00:00,22.5,83.0,0.0,0.0,1,19.6,52,0,3,0,normal
2025-01-06 04:00:00,22.1,84.0,0.0,0.0,0,18.0,49,0,4,0,normal
2025-01-06 05:00:00,21.9,81.0,0.0,0.0,0,17.7,50,0,5,0,normal
2025-01-06 06:00:00,21.7,81.0,0.0,0.0,0,17.5,48,0,6,0,normal
2025-01-06 07:00:00,22.6,76.0,0.0,0.0,0,16.3,46,0,7,0,normal
2025-01-06 08:00:00,24.8,65.0,0.0,0.0,1,17.9,50,0,8,0,normal
2025-01-06 09:00:00,26.6,57.0,0.0,0.0,0,19.7,54,0,9,0,normal
2025-01-06 10:00:00,28.3,50.0,0.0,0.0,4,21.1,66,0,10,0,normal
2025-01-06 11:00:00,29.3,46.0,0.0,0.0,88,20.7,74,3,11,0,cloudy
2025-01-06 12:00:00,29.8,45.0,0.0,0.0,88,21.4,84,3,12,0,cloudy
2025-01-06 13:00:00,29.6,49.0,0.0,0.0,87,22.9,89,3,13,0,cloudy
2025-01-06 14:00:00,29.0,54.0,0.0,0.0,73,23.3,94,2,14,0,normal
2025-01-06 15:00:00,28.2,56.0,0.0,0.0,24,24.0,94,1,15,0,normal
2025-01-06 16:00:00,27.3,60.0,0.0,0.0,3,23.5,94,0,16,0,normal
2025-01-06 17:00:00,26.3,68.0,0.0,0.0,1,23.7,95,0,17,0,normal
2025-01-06 18:00:00,25.0,77.0,0.0,0.0,1,21.8,91,0,18,0,normal
2025-01-06 19:00:00,24.5,80.0,0.0,0.0,0,22.5,86,0,19,0,normal
2025-01-06 20:00:00,24.4,82.0,0.0,0.0,0,22.0,89,0,20,0,normal
2025-01-06 21:00:00,24.0,87.0,0.0,0.0,9,20.9,82,0,21,0,normal
2025-01-06 22:00:00,23.9,86.0,0.0,0.0,16,21.2,80,0,22,0,normal
2025-01-06 23:00:00,23.8,86.0,0.0,0.0,2,20.5,82,0,23,0,normal
2025-01-07 00:00:00,23.7,86.0,0.0,0.0,3,18.7,79,0,0,1,normal
2025-01-07 01:00:00,23.5,87.0,0.0,0.0,12,17.7,73,0,1,1,normal
2025-01-07 02:00:00,23.2,88.0,0.0,0.0,100,15.7,60,3,2,1,cloudy
2025-01-07 03:00:00,22.9,89.0,0.0,0.0,97,12.7,46,3,3,1,cloudy
2025-01-07 04:00:00,22.5,90.0,0.0,0.0,99,13.0,47,3,4,1,cloudy
2025-01-07 05:00:00,22.4,90.0,0.0,0.0,100,13.4,50,3,5,1,cloudy
2025-01-07 06:00:00,22.3,90.0,0.0,0.0,97,13.3,50,3,6,1,cloudy
2025-01-07 07:00:00,23.3,84.0,0.0,0.0,61,13.5,49,2,7,1,normal
2025-01-07 08:00:00,25.4,74.0,0.0,0.0,13,14.6,58,0,8,1,normal
2025-01-07 09:00:00,27.1,65.0,0.0,0.0,38,15.4,72,1,9,1,normal
2025-01-07 10:00:00,28.6,56.0,0.0,0.0,88,14.1,80,3,10,1,cloudy
2025-01-07 11:00:00,29.6,52.0,0.0,0.0,99,13.1,89,3,11,1,cloudy
2025-01-07 12:00:00,30.1,53.0,0.0,0.0,5,14.7,101,0,12,1,normal
2025-01-07 13:00:00,29.5,59.0,0.0,0.0,5,17.4,106,0,13,1,normal
2025-01-07 14:00:00,28.7,58.0,0.0,0.0,0,18.3,107,0,14,1,normal
2025-01-07 15:00:00,28.6,62.0,0.0,0.0,5,20.1,114,0,15,1,normal
2025-01-07 16:00:00,27.2,64.0,0.0,0.0,4,20.1,105,0,16,1,normal
2025-01-07 17:00:00,26.8,70.0,0.0,0.0,5,17.9,107,0,17,1,normal
2025-01-07 18:00:00,24.8,80.0,0.0,0.0,12,16.0,98,0,18,1,normal
2025-01-07 19:00:00,24.9,85.0,0.0,0.0,15,15.2,97,0,19,1,normal
2025-01-07 20:00:00,24.6,84.0,0.0,0.0,2,15.3,91,0,20,1,normal
2025-01-07 21:00:00,24.4,86.0,0.0,0.0,9,16.4,94,0,21,1,normal
2025-01-07 22:00:00,24.3,87.0,0.0,0.0,50,16.8,87,2,22,1,normal
2025-01-07 23:00:00,24.1,88.0,0.0,0.0,36,15.2,80,1,23,1,normal
2025-01-08 00:00:00,24.0,88.0,0.0,0.0,24,15.3,78,1,0,2,normal
2025-01-08 01:00:00,23.7,89.0,0.0,0.0,45,15.4,76,1,1,2,normal
2025-01-08 02:00:00,23.7,89.0,0.0,0.0,96,15.6,73,3,2,2,cloudy
2025-01-08 03:00:00,23.9,88.0,0.0,0.0,100,14.5,71,3,3,2,cloudy
2025-01-08 04:00:00,24.3,85.0,0.0,0.0,100,13.9,71,3,4,2,cloudy
2025-01-08 05:00:00,24.2,85.0,0.0,0.0,100,12.6,64,3,5,2,cloudy
2025-01-08 06:00:00,24.3,84.0,0.0,0.0,100,12.8,64,3,6,2,cloudy
2025-01-08 07:00:00,24.6,83.0,0.0,0.0,100,12.9,62,3,7,2,cloudy
2025-01-08 08:00:00,25.6,77.0,0.0,0.0,100,15.5,67,3,8,2,cloudy
2025-01-08 09:00:00,27.0,70.0,0.0,0.0,100,15.5,67,3,9,2,cloudy
2025-01-08 10:00:00,28.4,62.0,0.0,0.0,87,14.7,70,3,10,2,cloudy
2025-01-08 11:00:00,29.9,56.0,0.0,0.0,87,13.6,75,3,11,2,cloudy
2025-01-08 12:00:00,30.2,56.0,0.0,0.0,91,14.1,93,3,12,2,cloudy
2025-01-08 13:00:00,29.4,63.0,0.0,0.0,96,17.6,108,3,13,2,cloudy
2025-01-08 14:00:00,28.1,62.0,0.0,0.0,69,17.5,107,2,14,2,normal
2025-01-08 15:00:00,29.1,63.0,0.0,0.0,100,19.0,110,3,15,2,cloudy
2025-01-08 16:00:00,27.2,69.0,0.0,0.0,52,20.5,111,2,16,2,normal
2025-01-08 17:00:00,26.8,74.0,0.0,0.0,10,18.3,100,0,17,2,normal
2025-01-08 18:00:00,25.6,78.0,0.0,0.0,3,16.1,96,0,18,2,normal
2025-01-08 19:00:00,25.1,84.0,0.0,0.0,8,15.7,91,0,19,2,normal
2025-01-08 20:00:00,24.9,83.0,0.0,0.0,47,15.1,92,1,20,2,normal
2025-01-08 21:00:00,24.7,85.0,0.0,0.0,50,16.2,94,2,21,2,normal
2025-01-08 22:00:00,24.5,86.0,0.0,0.0,2,15.5,87,0,22,2,normal
2025-01-08 23:00:00,24.3,88.0,0.0,0.0,5,15.9,84,0,23,2,normal
2025-01-09 00:00:00,24.0,91.0,0.0,0.0,26,16.7,83,1,0,3,normal
2025-01-09 01:00:00,23.8,90.0,0.0,0.0,52,16.3,79,2,1,3,normal
2025-01-09 02:00:00,23.7,90.0,0.0,0.0,100,15.2,74,3,2,3,cloudy
2025-01-09 03:00:00,24.1,88.0,0.0,0.0,100,15.8,67,3,3,3,cloudy
2025-01-09 04:00:00,23.2,92.0,0.0,0.0,72,14.6,57,2,4,3,normal
2025-01-09 05:00:00,23.0,91.0,0.0,0.0,97,13.6,56,3,5,3,cloudy
2025-01-09 06:00:00,23.4,88.0,0.0,0.0,99,14.7,57,3,6,3,cloudy
2025-01-09 07:00:00,23.9,85.0,0.0,0.0,100,16.3,56,3,7,3,cloudy
2025-01-09 08:00:00,24.7,80.0,0.0,0.0,100,19.4,55,3,8,3,cloudy
2025-01-09 09:00:00,25.9,72.0,0.0,0.0,100,18.8,54,3,9,3,cloudy
2025-01-09 10:00:00,27.3,64.0,0.0,0.0,99,18.4,61,3,10,3,cloudy
2025-01-09 11:00:00,29.1,55.0,0.0,0.0,95,17.8,70,3,11,3,cloudy
2025-01-09 12:00:00,30.2,50.0,0.0,0.0,95,18.6,80,3,12,3,cloudy
2025-01-09 13:00:00,29.6,58.0,0.0,0.0,98,21.1,92,3,13,3,cloudy
2025-01-09 14:00:00,27.8,64.0,0.0,0.0,99,21.7,99,3,14,3,cloudy
2025-01-09 15:00:00,28.4,64.0,0.0,0.0,99,20.8,99,3,15,3,cloudy
2025-01-09 16:00:00,26.7,68.0,0.0,0.0,100,20.5,105,3,16,3,cloudy
2025-01-09 17:00:00,26.3,71.0,0.0,0.0,98,20.2,89,3,17,3,cloudy
2025-01-09 18:00:00,25.2,76.0,0.0,0.0,99,20.2,95,3,18,3,cloudy
2025-01-09 19:00:00,25.0,78.0,0.0,0.0,100,18.8,84,3,19,3,cloudy
2025-01-09 20:00:00,24.9,78.0,0.0,0.0,99,19.8,83,3,20,3,cloudy
2025-01-09 21:00:00,24.8,77.0,0.0,0.0,98,20.2,81,3,21,3,cloudy
2025-01-09 22:00:00,24.8,76.0,0.0,0.0,99,20.4,78,3,22,3,cloudy
2025-01-09 23:00:00,24.6,79.0,0.0,0.0,99,21.7,77,3,23,3,cloudy
2025-01-10 00:00:00,24.4,80.0,0.0,0.0,100,21.5,76,3,0,4,cloudy
2025-01-10 01:00:00,24.3,80.0,0.0,0.0,99,22.1,74,3,1,4,cloudy
2025-01-10 02:00:00,24.1,80.0,0.0,0.0,100,20.9,68,3,2,4,cloudy
2025-01-10 03:00:00,23.9,81.0,0.0,0.0,98,19.7,65,3,3,4,cloudy
2025-01-10 04:00:00,23.6,80.0,0.0,0.0,23,18.6,59,1,4,4,normal
2025-01-10 05:00:00,23.5,79.0,0.0,0.0,9,18.4,58,0,5,4,normal
2025-01-10 06:00:00,23.4,79.0,0.0,0.0,2,17.6,54,0,6,4,normal
2025-01-10 07:00:00,24.0,75.0,0.0,0.0,1,15.9,51,0,7,4,normal
2025-01-10 08:00:00,25.7,67.0,0.0,0.0,7,18.4,56,0,8,4,normal
2025-01-10 09:00:00,27.3,60.0,0.0,0.0,12,19.9,63,0,9,4,normal
2025-01-10 10:00:00,28.7,54.0,0.0,0.0,79,21.0,68,2,10,4,cloudy
2025-01-10 11:00:00,29.6,50.0,0.0,0.0,98,22.5,74,3,11,4,cloudy
2025-01-10 12:00:00,30.0,49.0,0.0,0.0,87,23.8,78,3,12,4,cloudy
2025-01-10 13:00:00,30.0,49.0,0.0,0.0,89,24.6,84,3,13,4,cloudy
2025-01-10 14:00:00,29.3,51.0,0.0,0.0,90,26.9,85,3,14,4,cloudy
2025-01-10 15:00:00,28.5,55.0,0.0,0.0,66,27.2,84,2,15,4,normal
2025-01-10 16:00:00,28.0,58.0,0.0,0.0,86,26.5,89,3,16,4,cloudy
2025-01-10 17:00:00,26.4,65.0,0.0,0.0,86,26.8,91,3,17,4,cloudy
2025-01-10 18:00:00,25.9,68.0,0.0,0.0,97,25.4,89,3,18,4,cloudy
2025-01-10 19:00:00,25.1,71.0,0.0,0.0,98,24.4,79,3,19,4,cloudy
2025-01-10 20:00:00,24.9,72.0,0.0,0.0,100,25.1,82,3,20,4,cloudy
2025-01-10 21:00:00,24.9,75.0,0.0,0.0,100,22.4,82,3,21,4,cloudy
2025-01-10 22:00:00,24.8,75.0,0.0,0.0,100,23.3,78,3,22,4,cloudy
2025-01-10 23:00:00,24.8,76.0,0.0,0.0,100,22.7,78,3,23,4,cloudy
2025-01-11 00:00:00,24.6,77.0,0.0,0.0,100,22.2,73,3,0,5,cloudy
2025-01-11 01:00:00,24.4,77.0,0.0,0.0,99,21.9,71,3,1,5,cloudy
2025-01-11 02:00:00,24.3,77.0,0.0,0.0,100,21.2,72,3,2,5,cloudy
2025-01-11 03:00:00,24.3,76.0,0.0,0.0,99,21.1,71,3,3,5,cloudy
2025-01-11 04:00:00,24.1,76.0,0.0,0.0,99,18.8,62,3,4,5,cloudy
2025-01-11 05:00:00,23.9,76.0,0.0,0.0,99,18.4,57,3,5,5,cloudy
2025-01-11 06:00:00,23.8,76.0,0.0,0.0,92,16.7,64,3,6,5,cloudy
2025-01-11 07:00:00,24.5,73.0,0.0,0.0,96,18.4,55,3,7,5,cloudy
2025-01-11 08:00:00,26.1,66.0,0.0,0.0,98,21.5,59,3,8,5,cloudy
2025-01-11 09:00:00,27.7,58.0,0.0,0.0,99,24.3,66,3,9,5,cloudy
2025-01-11 10:00:00,28.9,53.0,0.0,0.0,92,22.0,71,3,10,5,cloudy
2025-01-11 11:00:00,30.0,49.0,0.0,0.0,29,22.3,71,1,11,5,normal
2025-01-11 12:00:00,30.7,46.0,0.0,0.0,27,22.5,76,1,12,5,normal
2025-01-11 13:00:00,29.7,53.0,0.0,0.0,18,25.0,88,0,13,5,normal
2025-01-11 14:00:00,27.8,60.0,0.0,0.0,16,28.8,92,0,14,5,normal
2025-01-11 15:00:00,27.4,61.0,0.0,0.0,61,28.6,89,2,15,5,normal
2025-01-11 16:00:00,27.6,63.0,0.0,0.0,86,25.3,86,3,16,5,cloudy
2025-01-11 17:00:00,26.7,65.0,0.0,0.0,96,24.0,88,3,17,5,cloudy
2025-01-11 18:00:00,25.1,74.0,0.0,0.0,97,21.8,82,3,18,5,cloudy
2025-01-11 19:00:00,25.1,76.0,0.0,0.0,82,21.6,88,3,19,5,cloudy
2025-01-11 20:00:00,24.7,76.0,0.0,0.0,33,22.4,77,1,20,5,normal
2025-01-11 21:00:00,24.5,78.0,0.0,0.0,2,22.0,82,0,21,5,normal
2025-01-11 22:00:00,24.4,79.0,0.0,0.0,16,21.8,80,0,22,5,normal
2025-01-11 23:00:00,24.2,79.0,0.0,0.0,66,22.1,78,2,23,5,normal
2025-01-12 00:00:00,24.1,80.0,0.0,0.0,79,22.6,75,2,0,6,cloudy
2025-01-12 01:00:00,23.9,81.0,0.0,0.0,36,22.3,74,1,1,6,normal
2025-01-12 02:00:00,23.7,81.0,0.0,0.0,14,22.0,68,0,2,6,normal
2025-01-12 03:00:00,23.5,81.0,0.0,0.0,16,21.1,66,0,3,6,normal
2025-01-12 04:00:00,23.4,80.0,0.0,0.0,78,18.9,62,2,4,6,cloudy
2025-01-12 05:00:00,23.1,80.0,0.0,0.0,83,18.1,57,3,5,6,cloudy
2025-01-12 06:00:00,22.9,81.0,0.0,0.0,79,17.8,50,2,6,6,cloudy
2025-01-12 07:00:00,23.4,78.0,0.0,0.0,81,15.4,45,3,7,6,cloudy
2025-01-12 08:00:00,25.2,68.0,0.0,0.0,89,19.9,55,3,8,6,cloudy
2025-01-12 09:00:00,26.9,59.0,0.0,0.0,71,21.7,62,2,9,6,normal
2025-01-12 10:00:00,28.4,53.0,0.0,0.0,100,22.9,63,3,10,6,cloudy
2025-01-12 11:00:00,29.7,49.0,0.0,0.0,77,23.4,66,2,11,6,cloudy
2025-01-12 12:00:00,30.6,46.0,0.0,0.0,79,23.9,71,2,12,6,cloudy
2025-01-12 13:00:00,30.9,46.0,0.0,0.0,71,24.5,75,2,13,6,normal
2025-01-12 14:00:00,30.8,47.0,0.0,0.0,78,26.0,80,2,14,6,cloudy
2025-01-12 15:00:00,29.1,54.0,0.0,0.0,94,28.5,86,3,15,6,cloudy
2025-01-12 16:00:00,26.8,63.0,0.0,0.0,95,28.3,87,3,16,6,cloudy
2025-01-12 17:00:00,26.2,66.0,0.0,0.0,90,25.9,78,3,17,6,cloudy
2025-01-12 18:00:00,25.8,70.0,0.0,0.0,88,23.3,81,3,18,6,cloudy
2025-01-12 19:00:00,24.5,76.0,0.0,0.0,78,23.3,78,2,19,6,cloudy
2025-01-12 20:00:00,24.7,76.0,0.0,0.0,14,20.6,74,0,20,6,normal
2025-01-12 21:00:00,24.5,73.0,0.0,0.0,4,22.7,68,0,21,6,normal
2025-01-12 22:00:00,24.2,79.0,0.0,0.0,2,21.2,75,0,22,6,normal
2025-01-12 23:00:00,24.2,78.0,0.0,0.0,53,22.9,74,2,23,6,normal
2025-01-13 00:00:00,24.0,80.0,0.0,0.0,24,23.2,70,1,0,0,normal
2025-01-13 01:00:00,23.8,82.0,0.0,0.0,92,23.1,66,3,1,0,cloudy
2025-01-13 02:00:00,23.6,83.0,0.0,0.0,82,21.7,66,3,2,0,cloudy
2025-01-13 03:00:00,23.4,84.0,0.0,0.0,23,21.8,68,1,3,0,normal
2025-01-13 04:00:00,23.2,80.0,0.0,0.0,1,20.9,67,0,4,0,normal
2025-01-13 05:00:00,23.2,79.0,0.0,0.0,13,21.5,65,0,5,0,normal
2025-01-13 06:00:00,23.2,79.0,0.0,0.0,1,21.2,61,0,6,0,normal
2025-01-13 07:00:00,23.8,76.0,0.0,0.0,1,20.0,58,0,7,0,normal
